ID,Project_Name,Bench_File_Name,Bench_Method_Name,itr_to_stds_avrg,itr_to_stds_std,Num_of_change_points_avrg,STD,AVRG,Bench_File_Nloc,Bench_Method_Nloc,Bench_Method_NestingLevel,Bench_Method_CCN,Bench_File_CCN_Avrg,Number_of_tryCatch,Number_of_switchCase,Number_of_systemCalls,Synchronization,Number_of_forLoops,Number_of_whileLoops,Number_of_packages,Number_of_functionCalls,Number_of_parameters,Benchmark_name_length,Number_of_no_steady_forks,class
7cb834ecb44527717be3fadad0f1b099c13efddd,ReactiveX__RxJava,XMapYPerf.java,flowFlatMapFlowable0,779.0,824.0,6.5,1.0983593405803281e-07,3.386232134482023e-07,356.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,6,2,1.0,14.0,2.0,0.0
354da978c62d7e5c5e1f58a7fc1c9c0f97ad4190,ReactiveX__RxJava,FlowableFlatMapCompletableAsyncPerf.java,flatMapCompletable,220.0,661.0,9.4,5.902723812273768e-05,0.0031778507459457,44.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,7,3,3.0,40.0,0.0,1.0
c88d6e728f574dae62e9154cecbf8a2d47d0809f,openzipkin__zipkin,ProtoCodecBenchmarks.java,bytebuffer_zipkinDecoder,828.0,846.0,15.8,0.0001469385633986,0.0017689490304842,78.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,23,2,0.0,25.0,0.0,1.0
6c0a48d5e57fa0bc1b932962030bd8de8638f166,apache__kafka,CompressedRecordBatchValidationBenchmark.java,measureValidateMessagesAndAssignOffsetsCompressed,857.0,896.0,6.2,0.0004628566099631,7.417114311888848e-05,43.0,11.0,1.0,1.0,1.0,0,0,1,0.0,0,0,18,10,6.0,45.0,2.0,0.0
db1b0e43b204275db440b1da7bb8d08f73d4cce6,h2oai__h2o-3,IcedHashMapBench.java,writeMap,322.0,274.0,2.3,0.0031812222061365,6.248730208210515e-05,138.0,6.0,1.0,2.0,3.636363636363636,0,0,0,0.0,0,0,14,3,5.0,21.0,1.0,0.0
5b0ef197ea5f9fef23958b19e3ce34193c9b4f35,apache__kafka,RecordBatchIterationBenchmark.java,measureSkipIteratorForVariableBatchSize,401.0,467.0,12.4,8.227320858124208e-06,8.178693349215527e-05,64.0,10.0,1.0,4.0,3.0,1,0,0,0.0,2,1,16,7,6.0,34.0,0.0,1.0
af4b941d436ad81f5e56ccf2ee08dba47beb8bb3,jdbi__jdbi,H2SqlObjectV2Benchmark.java,fluentInsertGeneratedKeyBindBean,400.0,621.0,3.0,8.448627374733355e-06,7.35391203075008e-06,18.0,10.0,1.0,4.0,1.0,0,0,0,0.0,0,0,3,0,0.0,27.0,0.0,1.0
2ba451e6b9fe1a369519f0cc6259d290fb491295,jdbi__jdbi,H2SqlObjectV3Benchmark.java,attach,491.0,832.0,7.8,7.723639886971835e-07,3.748177338305979e-06,18.0,10.0,1.0,4.0,1.0,0,0,0,0.0,0,0,3,0,0.0,27.0,4.0,0.0
981a374337faf1146b54787be4781f28395f448b,prestodb__presto,BenchmarkGroupByHash.java,addPagePreCompute,206.0,418.0,2.5,2.51413566152075e-08,1.2243685333333303e-06,366.0,17.0,1.0,3.0,2.571428571428572,0,0,0,0.0,1,0,44,23,5.0,25.0,0.0,1.0
1d52d15c6c6c78a8fd364e1dfbc1285cf6dd3b3f,apache__tinkerpop,GraphTraversalBenchmark.java,g_E_hasLabelXwrittenByX_whereXinV_inEXsungByX_count_isX0XX_subgraphXsgX,383.0,428.0,5.6,0.0007305619506649,0.0023714947908731,62.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,11,9,0.0,28.0,1.0,0.0
03b296a06e13eaea828525277f2f324ccd99345e,eclipse__jetty.project,StringReplaceBenchmark.java,testJavaStringReplaceReduce,245.0,736.0,2.9,5.359924059399959e-09,6.338142136716085e-08,85.0,4.0,1.0,1.0,1.375,0,0,0,0.0,0,0,15,2,2.0,27.0,2.0,0.0
6d1dfb7d8060c4c7a7a56ff49e83be74ead4cc2c,RoaringBitmap__RoaringBitmap,Roaring64BitmapBenchmark.java,inplace_andNot,296.0,366.0,11.2,0.0003393658905894,0.0029121806770209,41.0,5.0,1.0,1.0,1.3333333333333333,0,0,0,0.0,0,0,9,2,0.0,29.0,2.0,0.0
c29dd32d4d9d23ced06ed1c16e8ee12a9400c581,HdrHistogram__HdrHistogram,HdrHistogramEncodingBench.java,encodeIntoCompressedByteBuffer,0.0,1.0,6.1,4.441086573959133e-05,1.3042723329410184e-05,48.0,4.0,1.0,1.0,1.25,0,0,0,0.0,0,0,5,2,2.0,30.0,0.0,1.0
ec85242268c6e7a5774cb2f3c4a8c817621599ac,prometheus__client_java,SummaryBenchmark.java,prometheusSimpleSummaryNoLabelsBenchmark,14.0,16.0,2.2,5.262685028402006e-09,5.8229088822164424e-08,119.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,13,1,0.0,21.0,1.0,0.0
abb9ff6f47202e1a834e4e0cd25edb434f7abea4,eclipse__jetty.project,ListVsMapBenchmark.java,testArrayList,316.0,620.0,15.4,7.347632041318664e-07,3.986358620584779e-06,287.0,6.0,1.0,1.0,3.8333333333333335,0,0,0,0.0,0,0,26,3,4.0,23.0,2.0,0.0
eb4327680a75272190a2294f956f11a719cf0da0,apache__kafka,RecordBatchIterationBenchmark.java,measureStreamingIteratorForVariableBatchSize,628.0,877.0,15.3,1.0342023817136757e-06,6.837155643730876e-06,64.0,10.0,1.0,4.0,3.0,1,0,0,0.0,2,1,16,7,6.0,34.0,4.0,0.0
fc5a965faf24281db01f0108fbcfc71f52c0450f,prestodb__presto,BenchmarkGroupByHash.java,addPagePreCompute,4.0,4.0,2.6,7.87450551894819e-09,6.557343333333323e-07,366.0,17.0,1.0,3.0,2.571428571428572,0,0,0,0.0,1,0,44,23,5.0,25.0,0.0,1.0
ac3adb45b391c92148f62305731af70a358170fe,imglib__imglib2,LoopPerformanceBenchmark.java,gradient_better,0.0,0.0,14.5,0.0003232741629909,0.0393277461845333,102.0,15.0,1.0,1.0,1.25,0,0,0,0.0,0,0,18,22,0.0,29.0,0.0,1.0
d5af18b7802101929bcdcabd31cf7b9e038ec3d1,apache__kafka,RecordBatchIterationBenchmark.java,measureSkipIteratorForVariableBatchSize,115.0,340.0,11.6,7.397331432774573e-06,0.0001696917974552,64.0,10.0,1.0,4.0,3.0,1,0,0,0.0,2,1,16,7,6.0,34.0,0.0,1.0
db86de722b3e676624f3e2c3ec6aa82bc5496d40,h2oai__h2o-3,ChunkBench.java,colsRowsReadWithFinalChunk,1.0,4.0,49.9,0.0025393439268152,0.8210284019711981,140.0,10.0,1.0,3.0,2.8181818181818183,0,0,0,0.0,2,0,19,1,2.0,15.0,0.0,1.0
d47e9e0fddb5f122c3104aecbfb6f6362fe905a4,jgrapht__jgrapht,DeltaSteppingShortestPathPerformance.java,testBellmanFordGnp,1046.0,945.0,25.1,0.0345799117374935,2.431589862604795,233.0,5.0,1.0,1.0,1.0909090909090908,0,0,0,0.0,0,0,8,2,2.0,41.0,4.0,0.0
dfada7abeb1e58dc416631beea78f950e8cc9fda,jgrapht__jgrapht,DeltaSteppingShortestPathPerformance.java,testBellmanFordGnm,186.0,549.0,12.8,0.0068877689883142,0.4996779737088003,233.0,5.0,1.0,1.0,1.0909090909090908,0,0,0,0.0,0,0,8,2,2.0,41.0,0.0,1.0
ea9ccccf3e721c93852824bb1343fdd8e1cb8302,h2oai__h2o-3,AUCBuilderBench.java,perRow,0.0,0.0,8.3,5.190510519490556e-07,0.0001078632862286,50.0,7.0,1.0,2.0,1.3333333333333333,0,0,0,0.0,1,0,17,2,2.0,20.0,0.0,1.0
9b9d2b5e1af1a906a6f8b77593e071b49a16713f,jdbi__jdbi,H2SqlObjectV3Benchmark.java,fluentSelectOne,461.0,884.0,3.7,7.10066696910972e-06,8.896911030657766e-06,18.0,7.0,1.0,2.0,1.0,0,0,0,0.0,0,0,3,0,0.0,27.0,2.0,0.0
5583f99cb8a3dbe50b20fd6b3d2045c0ac8b528f,openzipkin__zipkin,JsonCodecBenchmarks.java,bytebuffer_zipkinDecoder,624.0,768.0,12.3,0.0004256495186093,0.005313920550858,71.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,23,2,0.0,24.0,1.0,0.0
9b23c0c534d67b491090e49eaa599827da49f2c4,h2oai__h2o-3,ChunkBench.java,colsRowsRead,0.0,0.0,42.8,0.003978693337158,0.917525845333334,140.0,9.0,1.0,3.0,2.8181818181818183,0,0,0,0.0,2,0,19,1,2.0,15.0,0.0,1.0
475944b25495bca0382089b7fa2c4178e6dcbdec,eclipse__eclipse-collections,ChainMapPutTest.java,jdk,14.0,12.0,1.3,0.0805346461023704,1.808865951743997,115.0,15.0,1.0,3.0,3.0,0,0,0,0.0,1,0,20,3,3.0,20.0,0.0,1.0
f3ec1a5e310c83ba8f0450e408c0808fdb0a18de,yellowstonegames__SquidLib,DataStructureBenchmark.java,insertStringLinkedHashMap,936.0,838.0,16.8,0.0002640724536693,0.0055900753291727,534.0,8.0,1.0,2.0,1.8135593220338984,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,1.0,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,2.0,27.0,1.0,0.0
7421673b478dca9fef293c4e2e5f94698cb7f3c3,cantaloupe-project__cantaloupe,FfmpegProcessorPerformance.java,readInfoWithAVI,0.0,0.0,3.3,0.0044043783476912,0.0717152103082666,135.0,5.0,1.0,1.0,1.0,0,0,0,0.0,0,0,23,4,0.0,31.0,0.0,1.0
7ef378ae8f198ac98f0605466edc2fb6f10d419f,raphw__byte-buddy,ClassByExtensionBenchmark.java,benchmarkByteBuddyWithProxy,186.0,188.0,2.9,0.003720735899485,0.0046218000348046,310.0,12.0,1.0,1.0,1.0416666666666667,0,0,0,0.0,0,0,22,15,0.0,30.0,1.0,0.0
501984bccf6d18c5b2abf11ea14de9e2d53a82cf,apache__arrow,TransferPairBenchmarks.java,splitAndTransferVarcharVector,10.0,15.0,4.1,7.609373069793064e-07,9.133146092983238e-06,81.0,8.0,1.0,1.0,1.4,0,0,0,0.0,0,0,18,5,0.0,27.0,0.0,1.0
617cf92c2908b5ca760fd4a7e16f47086ccda0c2,apache__logging-log4j2,JsonTemplateLayoutBenchmark.java,liteJsonTemplateLayout4JsonLayout,73.0,220.0,4.1,0.0001818201869961,0.0037763638577072,134.0,7.0,1.0,1.0,1.0666666666666669,0,0,0,0.0,0,0,6,4,0.0,32.0,0.0,1.0
75c888e42afa2016ad8e20d8846456594344f37f,protostuff__protostuff,RuntimeSchemaBenchmark.java,runtime_serialize_10_int_fields,8.0,12.0,2.2,7.23987859647361e-08,1.414801846643885e-07,277.0,11.0,1.0,1.0,1.0,1,0,0,0.0,0,0,22,2,0.0,27.0,0.0,1.0
cef7377807ec24fa409585a8797e0470a1e6641d,JCTools__JCTools,SpscProxyChannelBenchmark.java,oneReferenceArgBaseline,549.0,859.0,3.3,5.077120746376928e-09,6.221786244224818e-08,532.0,4.0,1.0,1.0,1.2702702702702702,0,0,0,0.0,0,0,10,1,1.0,30.0,0.0,1.0
c62793773dcc94387f75e4eed89fec366c3848f1,prometheus__client_java,SummaryBenchmark.java,prometheusSimpleSummaryBenchmark,262.0,222.0,3.2,4.2374749010225167e-08,1.0922300073434933e-07,119.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,13,2,0.0,21.0,1.0,0.0
73eb3e118c48237e837d8d689ae686a0dfc277d2,eclipse__rdf4j,ReasoningBenchmark.java,forwardChainingSchemaCachingRDFSInferencerSchema,176.0,158.0,7.5,0.0052124140782265,0.0402775066396443,186.0,9.0,1.0,1.0,1.4285714285714286,1,0,0,0.0,0,0,21,9,1.0,23.0,0.0,1.0
88d2616870e2eace276ecb0a463629173fd3d12a,imglib__imglib2,SyncedPositionablesBenchmark.java,benchmark4,493.0,0.0,3.1,0.0085502285059163,0.0271564023407736,64.0,4.0,1.0,1.0,1.0,0,0,0,0.0,0,0,16,10,0.0,33.0,0.0,1.0
e2dd7f40b4ea79d7b26edc3f33a70adaa8353609,netty__netty,MqttConnectReturnCodeBench.java,getViaSwitch,1.0,0.0,1.1,5.030539451063279e-09,6.078322627228694e-08,190.0,7.0,1.0,1.0,8.0,0,0,0,0.0,0,0,9,1,0.0,31.0,0.0,1.0
f76a9fabfdea1a2786fbfd859b55c851c28c46a7,JCTools__JCTools,SpscProxyChannelBenchmark.java,oneReferenceArgBaseline,256.0,514.0,8.1,7.521546151544946e-09,6.471543567896754e-08,532.0,4.0,1.0,1.0,1.2702702702702702,0,0,0,0.0,0,0,10,1,1.0,30.0,4.0,0.0
e0c71781aa0a2397019998d370c6e933baa7102a,apache__kafka,RecordBatchIterationBenchmark.java,measureStreamingIteratorForVariableBatchSize,196.0,441.0,12.1,9.122983077562588e-08,6.904584515280159e-07,64.0,10.0,1.0,4.0,3.0,1,0,0,0.0,2,1,16,7,6.0,34.0,5.0,0.0
d76e0394907634ec9437d11db273837977806291,apache__kafka,RecordBatchIterationBenchmark.java,measureIteratorForBatchWithSingleMessage,849.0,1070.0,12.1,4.64259125215609e-05,6.564480900312522e-05,64.0,8.0,1.0,3.0,3.0,1,0,0,0.0,1,1,16,7,6.0,34.0,6.0,0.0
024530768c00969e9c46ed2031f9e8e0b1adb87e,apache__logging-log4j2,OutputBenchmark.java,redirect,583.0,894.0,12.9,2.1727435276487934e-06,4.20762153502673e-05,76.0,3.0,1.0,1.0,1.0,0,0,1,0.0,0,0,17,1,0.0,20.0,2.0,0.0
beca093a8cb4e5cd439a18cf2c69fd09ae8d3efc,eclipse__rdf4j,QueryOrderBenchmark.java,selectDistinct,40.0,50.0,6.0,0.0076475554027608,0.2122669883392002,136.0,23.0,1.0,7.0,3.333333333333333,1,0,0,0.0,0,1,30,8,3.0,24.0,0.0,1.0
c85f489c551b76027aba133a4ee56fb81fc786a6,prometheus__client_java,GaugeBenchmark.java,prometheusSimpleGaugeNoLabelsSetBenchmark,0.0,0.0,2.1,2.903104908104171e-09,5.09998210372292e-08,155.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,13,1,0.0,19.0,2.0,0.0
f4e67747b0b751e84e2725d8efdfe6af38633ed2,apache__logging-log4j2,JsonTemplateLayoutBenchmark.java,fullCustomJsonLayout,40.0,46.0,9.4,0.0086380872827622,0.1052291323221336,134.0,7.0,1.0,1.0,1.0666666666666669,0,0,0,0.0,0,0,6,4,0.0,32.0,1.0,0.0
84ff6a16b8c4a2127bef0572a517dfe7fc36dd29,JCTools__JCTools,MpqBurstCost.java,burstCost,1369.0,915.0,7.3,1.81284538431348e-06,9.981735177773988e-06,250.0,8.0,1.0,1.0,2.333333333333333,0,0,0,0.0,0,0,11,3,5.0,17.0,3.0,0.0
8445a81c295952e86f1b6fbfa1447279f191effd,zalando__logbook,HeaderBenchmark.java,autoconfigurationResponse,234.0,192.0,10.9,1.0748194266088444e-07,3.26577692751555e-07,52.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,12,3,0.0,20.0,1.0,0.0
66897156e923869b07686ba5a937d6ca7daf0ac6,r2dbc__r2dbc-h2,StatementBenchmarks.java,parametrizedJdbc,167.0,124.0,4.2,5.522557433940666e-07,1.255535671369579e-06,77.0,10.0,1.0,2.0,1.8,0,0,0,0.0,0,1,16,8,0.0,24.0,1.0,0.0
556ea1b4d2865e5797ff577429a3fac773787d36,apache__arrow,JdbcAdapterBenchmarks.java,consumeBenchmark,1178.0,1022.0,17.9,4.3930513376807016e-05,0.00064892180955,251.0,12.0,1.0,2.0,1.4285714285714286,0,0,0,0.0,1,0,31,8,0.0,26.0,1.0,0.0
c2627a41d19c67dac8ff94ec55838d729af1cad0,RoaringBitmap__RoaringBitmap,BatchIteratorBenchmark.java,iterate,519.0,3.0,2.3,4.547673330015729e-05,0.0016080359910925,54.0,8.0,1.0,2.0,2.0,0,0,0,0.0,0,1,3,3,4.0,27.0,0.0,1.0
482400a3a9143618976991791a5ec59be31bdeb8,apache__logging-log4j2,DebugDisabledBenchmark.java,log4jClassicDebugStringConcatenation,151.0,126.0,3.5,5.67567315028275e-08,9.263095265167946e-08,68.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,8,1,0.0,27.0,2.0,0.0
1fcdc8a2745d8ee9b69fd63c62223b7ced3434bd,imglib__imglib2,LoopPerformanceBenchmark.java,copy_loopBuilder,327.0,110.0,3.8,0.0028449814925132,0.014811111076012,102.0,4.0,1.0,1.0,1.25,0,0,0,0.0,0,0,18,3,0.0,29.0,0.0,1.0
e5c4cd70c12b054573b898d06293895b30c6ba7f,protostuff__protostuff,StringSerializerBenchmark.java,bufferedSerializer,759.0,747.0,10.4,2.290112561656887e-07,1.7434714464101877e-06,88.0,13.0,1.0,1.0,1.2,1,0,0,0.0,0,0,21,4,1.0,30.0,0.0,1.0
539dc438e82795068d99c0cbe996e3975c2c5af4,ReactiveX__RxJava,StrictPerf.java,internal,307.0,508.0,4.7,7.678848230782122e-08,3.691417175215648e-07,83.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,5,2,2.0,15.0,0.0,1.0
bb7da75c147ae10adcee8419e06b4c207d51072e,apache__hive,VectorGroupByOperatorBench.java,testAggCount,0.0,0.0,1.3,1.1961903258952638e-08,9.103909280965329e-08,177.0,3.0,1.0,1.0,1.3333333333333333,0,0,0,0.0,0,0,43,1,6.0,31.0,0.0,1.0
e7699e1f783584a2087078f1a918cf06d0df361d,JCTools__JCTools,SpscProxyChannelBenchmark.java,twoMixedLengthPrimitiveArgsBaseline,125.0,378.0,10.8,6.8616964641605484e-09,6.32784250220891e-08,532.0,4.0,1.0,1.0,1.2702702702702702,0,0,0,0.0,0,0,10,1,1.0,30.0,6.0,0.0
d492555af9699caf1477eb7c7d5fac8eb11c674f,apache__camel,TypeConverterTest.java,typeConvertInputStreamToString,633.0,837.0,11.8,2.0008800125078527e-06,9.642694981972023e-06,108.0,4.0,1.0,1.0,1.181818181818182,0,0,0,0.0,0,0,22,4,0.0,22.0,4.0,0.0
24fecafba92ed34550eebd89749155a0efd2f33f,eclipse__rdf4j,QueryOrderBenchmark.java,selectDistinct,6.0,1.0,2.7,0.0076919951374039,0.0722362280618666,136.0,23.0,1.0,7.0,3.333333333333333,1,0,0,0.0,0,1,30,8,3.0,24.0,0.0,1.0
a674b31f27c0c01e2f8010ef68641506dcbe02ca,crate__crate,JsonReaderBenchmark.java,measureFileReadingIteratorForJson,61.0,58.0,1.8,0.0085666239796645,0.0001808829761428,113.0,20.0,1.0,2.0,1.3333333333333333,0,0,0,0.0,0,1,35,13,0.0,24.0,0.0,1.0
9c5d77697f28328ba30f6317995d67bb5d9bc4b4,zalando__logbook,LogbookBenchmark.java,json,353.0,391.0,3.7,9.198233072083744e-05,3.934196711024689e-05,39.0,4.0,1.0,1.0,1.0,0,0,0,0.0,0,0,12,7,0.0,21.0,0.0,1.0
1a9bccb7f938c888e42b3e184f85bb4abb08c8ba,r2dbc__r2dbc-h2,StagedResultSizeBenchmarks.java,simpleR2dbc,229.0,216.0,2.5,0.002148699481894,0.0001718008156461,89.0,5.0,1.0,1.0,2.0,0,0,0,0.0,0,0,19,8,1.0,31.0,0.0,1.0
43858a28997f1e9a8643f386b7739499fc5397d3,raphw__byte-buddy,ClassByExtensionBenchmark.java,benchmarkByteBuddyWithAccessorAndReusedDelegatorWithTypePool,92.0,225.0,3.8,0.0032419649871271,0.0028738031755335,310.0,12.0,1.0,1.0,1.0416666666666667,0,0,0,0.0,0,0,22,14,0.0,30.0,0.0,1.0
10ca135ce427f80fcb39ec035195a11e7c6903ee,apache__kafka,RecordBatchIterationBenchmark.java,measureStreamingIteratorForVariableBatchSize,169.0,289.0,17.5,7.997142847682158e-05,0.0004736329130666,64.0,10.0,1.0,4.0,3.0,1,0,0,0.0,2,1,16,7,6.0,34.0,7.0,0.0
9f0a2979a3ed7f69a4ef37fa7e24470556375d98,protostuff__protostuff,RuntimeSchemaBenchmark.java,generated_deserialize_1_int_field,254.0,450.0,2.2,5.4634336305727793e-08,7.40089617258627e-08,277.0,6.0,1.0,1.0,1.0,0,0,0,0.0,0,0,22,3,0.0,27.0,0.0,1.0
c0c0d87b0c7a0fd807a34ed96b3f6a1c1e210ac7,HdrHistogram__HdrHistogram,HdrHistogramEncodingBench.java,roundtripCompressed,533.0,622.0,9.9,1.3861851698941044e-05,0.0002707378442798,48.0,6.0,1.0,1.0,1.25,0,0,0,0.0,0,0,5,4,2.0,30.0,1.0,0.0
ecbd3009664d8378cc8fb96f7877bc44cf874cb4,yellowstonegames__SquidLib,DataStructureBenchmark.java,insertIntegerLinkedHashMap2,370.0,439.0,9.0,0.0002960891024354,0.0020164281511571,534.0,8.0,1.0,2.0,1.8135593220338984,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,1.0,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,Entity: line 83: parser error : Char 0x0 out of allowed range,2.0,27.0,4.0,0.0
429e6349aee6b897500552d77ec90a99b27a7ddc,HdrHistogram__HdrHistogram,HdrHistogramEncodingBench.java,encodeIntoCompressedByteBuffer,108.0,326.0,3.8,8.767510232072822e-06,0.0001507133223002,48.0,4.0,1.0,1.0,1.25,0,0,0,0.0,0,0,5,2,2.0,30.0,0.0,1.0
61a0820acd86272d5e6cb1d76b9957b2bb3d1a48,raphw__byte-buddy,SuperClassInvocationBenchmark.java,baseline,111.0,90.0,7.1,5.614773069184422e-09,7.340157041430566e-09,205.0,22.0,1.0,1.0,1.0,0,0,0,0.0,0,0,4,40,0.0,34.0,2.0,0.0
9d1aec1cf10200f25216a6ec01ccaefbb07548a4,openzipkin__zipkin,CodecBenchmarks.java,writeClientSpan_PROTO3,213.0,541.0,4.6,1.927276242728605e-07,1.620103318798188e-06,121.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,20,1,0.0,20.0,0.0,1.0
5e63854d3a2d878d63507e204242cdbd49853b1f,eclipse-vertx__vert.x,HttpServerHandlerBenchmark.java,vertxOpt,150.0,145.0,2.2,3.011654532393288e-06,2.5426291828130498e-06,265.0,6.0,1.0,1.0,1.08,0,0,0,0.0,0,0,40,5,0.0,31.0,0.0,1.0
4b4ebee60e6490d7f957243152ee7a5023b4270d,openzipkin__zipkin,ReadBufferBenchmarks.java,readLong_localArray,470.0,822.0,6.9,1.27215300937677e-09,6.23542913025693e-08,99.0,12.0,1.0,1.0,1.0,0,0,0,0.0,0,0,15,0,0.0,25.0,2.0,0.0
f714d72ea7a1f2b23cf92019283e81bb72a13f6b,raphw__byte-buddy,ClassByExtensionBenchmark.java,benchmarkByteBuddyWithPrefixAndReusedDelegatorWithTypePool,427.0,259.0,2.2,0.0025963400348395,0.0009701365251852,310.0,12.0,1.0,1.0,1.0416666666666667,0,0,0,0.0,0,0,22,15,0.0,30.0,0.0,1.0
65bc46bb0349ed8175f9e26ab4f03af02f2bdf35,apache__camel,TypeConverterTest.java,typeConvertByteArrayToString,754.0,660.0,10.5,3.592575383319617e-07,2.450704228274766e-06,108.0,4.0,1.0,1.0,1.181818181818182,0,0,0,0.0,0,0,22,3,0.0,22.0,0.0,1.0
4253b18da98ca4ccd716eef8b4b71eae15dfefd7,eclipse__jetty.project,StringReplaceBenchmark.java,testJavaStringReplaceReduce,499.0,684.0,9.1,1.0674603072551309e-07,1.210141634898239e-07,85.0,4.0,1.0,1.0,1.375,0,0,0,0.0,0,0,15,2,2.0,27.0,2.0,0.0
c98d2e7467bbb56920796e8dcf5b94be5a6664d9,prometheus__client_java,CounterBenchmark.java,prometheusSimpleCounterIncBenchmark,179.0,152.0,4.0,5.8743292798366695e-08,1.022437719090801e-07,97.0,3.0,1.0,1.0,1.0,0,0,0,0.0,0,0,13,2,0.0,21.0,1.0,0.0
